2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
4.969999999999999e-01,3.000000000000000e-03,4.969999999999999e-01,3.000000000000000e-03
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
4.969999999999999e-01,3.000000000000000e-03,4.969999999999999e-01,3.000000000000000e-03
4.969999999999999e-01,4.969999999999999e-01,3.000000000000000e-03,3.000000000000000e-03
4.969999999999999e-01,4.969999999999999e-01,3.000000000000000e-03,3.000000000000000e-03
9.909999999999999e-01,3.000000000000000e-03,3.000000000000000e-03,3.000000000000000e-03
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
3.000000000000000e-03,4.969999999999999e-01,3.000000000000000e-03,4.969999999999999e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
3.000000000000000e-03,4.969999999999999e-01,3.000000000000000e-03,4.969999999999999e-01
4.969999999999999e-01,4.969999999999999e-01,3.000000000000000e-03,3.000000000000000e-03
4.969999999999999e-01,4.969999999999999e-01,3.000000000000000e-03,3.000000000000000e-03
3.000000000000000e-03,9.909999999999999e-01,3.000000000000000e-03,3.000000000000000e-03
4.966000000000000e-01,3.399999999999956e-03,4.966000000000000e-01,3.399999999999956e-03
2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
4.966000000000000e-01,3.399999999999956e-03,4.966000000000000e-01,3.399999999999956e-03
2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
9.905999999999999e-01,3.399999999999913e-03,2.600000000000000e-03,3.400000000000000e-03
4.969999999999999e-01,4.969999999999999e-01,3.000000000000000e-03,3.000000000000000e-03
4.969999999999999e-01,4.969999999999999e-01,3.000000000000000e-03,3.000000000000000e-03
2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01
4.968000000000001e-01,3.199999999999956e-03,4.968000000000001e-01,3.199999999999956e-03
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01
4.968000000000001e-01,3.199999999999956e-03,4.968000000000001e-01,3.199999999999956e-03
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
4.969999999999999e-01,4.969999999999999e-01,3.000000000000000e-03,3.000000000000000e-03
9.908000000000000e-01,3.199999999999913e-03,2.800000000000000e-03,3.200000000000000e-03
4.969999999999999e-01,4.969999999999999e-01,3.000000000000000e-03,3.000000000000000e-03
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
4.969999999999999e-01,3.000000000000000e-03,4.969999999999999e-01,3.000000000000000e-03
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
4.969999999999999e-01,3.000000000000000e-03,4.969999999999999e-01,3.000000000000000e-03
3.000000000000000e-03,3.000000000000000e-03,4.969999999999999e-01,4.969999999999999e-01
3.000000000000000e-03,3.000000000000000e-03,4.969999999999999e-01,4.969999999999999e-01
3.000000000000000e-03,3.000000000000000e-03,9.909999999999999e-01,3.000000000000000e-03
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
3.000000000000000e-03,4.969999999999999e-01,3.000000000000000e-03,4.969999999999999e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
3.000000000000000e-03,4.969999999999999e-01,3.000000000000000e-03,4.969999999999999e-01
3.000000000000000e-03,3.000000000000000e-03,4.969999999999999e-01,4.969999999999999e-01
3.000000000000000e-03,3.000000000000000e-03,4.969999999999999e-01,4.969999999999999e-01
3.000000000000000e-03,3.000000000000000e-03,3.000000000000000e-03,9.909999999999999e-01
4.965999999999999e-01,3.399999999999957e-03,4.965999999999999e-01,3.399999999999957e-03
2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
4.965999999999999e-01,3.399999999999957e-03,4.965999999999999e-01,3.399999999999957e-03
2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
2.600000000000000e-03,3.400000000000000e-03,9.905999999999999e-01,3.399999999999913e-03
3.000000000000000e-03,3.000000000000000e-03,4.969999999999999e-01,4.969999999999999e-01
3.000000000000000e-03,3.000000000000000e-03,4.969999999999999e-01,4.969999999999999e-01
2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01
4.968000000000000e-01,3.199999999999956e-03,4.968000000000000e-01,3.199999999999956e-03
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01
4.968000000000000e-01,3.199999999999956e-03,4.968000000000000e-01,3.199999999999956e-03
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
3.000000000000000e-03,3.000000000000000e-03,4.969999999999999e-01,4.969999999999999e-01
2.800000000000000e-03,3.200000000000000e-03,9.908000000000000e-01,3.199999999999913e-03
3.000000000000000e-03,3.000000000000000e-03,4.969999999999999e-01,4.969999999999999e-01
4.954000000000000e-01,4.954000000000000e-01,4.599999999999963e-03,4.599999999999963e-03
4.954000000000000e-01,4.954000000000000e-01,4.599999999999963e-03,4.599999999999963e-03
9.893999999999999e-01,1.400000000000000e-03,4.599999999999924e-03,4.600000000000000e-03
2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01
2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01
4.969999999999999e-01,3.000000000000000e-03,4.969999999999999e-01,3.000000000000000e-03
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
4.969999999999999e-01,3.000000000000000e-03,4.969999999999999e-01,3.000000000000000e-03
4.954000000000000e-01,4.954000000000000e-01,4.599999999999963e-03,4.599999999999963e-03
4.954000000000000e-01,4.954000000000000e-01,4.599999999999963e-03,4.599999999999963e-03
1.400000000000000e-03,9.893999999999999e-01,4.600000000000000e-03,4.599999999999924e-03
2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01
2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01
3.000000000000000e-03,4.969999999999999e-01,3.000000000000000e-03,4.969999999999999e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
3.000000000000000e-03,4.969999999999999e-01,3.000000000000000e-03,4.969999999999999e-01
9.890000000000001e-01,1.799999999999967e-03,4.199999999999980e-03,4.999999999999946e-03
4.954000000000001e-01,4.954000000000001e-01,4.599999999999962e-03,4.599999999999962e-03
4.954000000000000e-01,4.954000000000000e-01,4.599999999999963e-03,4.599999999999963e-03
4.965999999999999e-01,3.399999999999956e-03,4.965999999999999e-01,3.399999999999956e-03
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01
4.966000000000000e-01,3.399999999999956e-03,4.965999999999999e-01,3.399999999999956e-03
2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
4.954000000000001e-01,4.954000000000001e-01,4.599999999999962e-03,4.599999999999962e-03
9.891999999999999e-01,1.599999999999967e-03,4.399999999999979e-03,4.799999999999946e-03
4.954000000000000e-01,4.954000000000000e-01,4.599999999999963e-03,4.599999999999963e-03
2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01,2.500000000000000e-01
4.967999999999999e-01,3.199999999999956e-03,4.967999999999999e-01,3.199999999999956e-03
2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01,2.499999999999999e-01
